No|Fakultas|Jurusan|Kode|ID|Matakuliah|Aksi
1002|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|MikroLing_1819|3596|Mikrobiologi Lingkungan|setting
1003|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|math1_1819|3611|Matematika I|setting
1004|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Math2_1819|3626|Matematika II|setting
1005|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Fisdas2_1819|3633|Fisika Dasar II|setting
1006|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PengTekGeo_1819|3641|Pengantar Teknik Geospasial|setting
1007|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Kimdas_1819|3646|Kimia Dasar|setting
1008|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Kimling_1819|3660|Kimia Lingkungan|setting
1009|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PengelSDA_1819|3671|Pengelolaan Sumber Daya Air|setting
1010|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PUdPiklim_1819|3690|Pencemaran Udara dan Perubahan Iklim|setting
1011|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|MektanGeo_1819|3694|Mekanika Tanah dan Geohidrologi|setting
1012|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|hidrolikaTL_1819|3704|Hidrolika|setting
1013|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pengstruk_1819|3708|Pengetahuan Struktur|setting
1014|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|UPBioTL_1819|3712|Unit Proses Biologis Teknik Lingkungan|setting
1015|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Teknologi Informasi|IT1841001A|3719|IT1841001 - Pemrograman Berorientasi Objek - A|setting
1016|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF141301-A|3721|Pengantar Ilmu Kebumian|setting
1017|Fakultas Teknologi Industri (FTI)|Teknik Kimia|KAA|3727|TK2310980-Kimia Analisa-A|setting
1018|UPT Penyelenggara Mata Kuliah Sosial Humaniora|S1|12345|3730|Uji Coba|setting
1019|Fakultas Teknologi Kelautan (FTK)|Teknik Perkapalan|biskap|3731|Bisnis Perkapalan|setting
1020|Fakultas Teknologi Industri (FTI)|Teknik Material dan Metalurgi|TL184342|3732|TL184342 - Kimia Dasar - A|setting
1021|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME184305|3733|ME184305 - Mekanika Fluida|setting
1022|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|MO-12345|3734|HIDRODINAMIKA|setting
1023|UPT Penyelenggara Mata Kuliah Sosial Humaniora|S1|768|3737|tes|setting
1024|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF181101PENGANTAR TEKNIK FISIKA|3880|TF181101 - PENGANTAR TEKNIK FISIKA|setting
1025|Fakultas Teknologi Industri (FTI)|Teknik Fisika|BISLING|3883|BISING LINGKUNGAN|setting
1026|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Logika & Struktur Diskrit [D]|3902|IS4101 - Logika & Struktur Diskrit [D]|setting
1027|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Logika & Struktur Diskrit [ABC]|3903|IS4101 - Logika & Struktur Diskrit [A][B][C]|setting
1028|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Konsep SI [A]|3906|IS4102 - Konsep SI [A]|setting
1029|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Statistika [A]|3907|IS4305 - Statistika [A]|setting
1030|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Statistika [B]|3908|IS4305 - Statistika [B]|setting
1031|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Statistika [C]|3909|IS4305 - Statistika [C]|setting
1032|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Sistem Basis Data [A]|3910|IW4301 - Sistem Basis Data [A]|setting
1033|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Sistem Basis Data [B]|3911|IW4301 - Sistem Basis Data [B]|setting
1034|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Sistem Basis Data [C]|3912|IW4301 - Sistem Basis Data [C]|setting
1035|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Sistem Basis Data [D]|3913|IW4301 - Sistem Basis Data [D]|setting
1036|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Pemrograman Web [A]|3914|IS4307 - Pemrograman Web [A]|setting
1037|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Pemrograman Web [B]|3915|IS4307 - Pemrograman Web [B]|setting
1038|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Pemrograman Web [C]|3916|IS4307 - Pemrograman Web [C]|setting
1039|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Pemrograman Web [D]|3917|IS4307 - Pemrograman Web [D]|setting
1040|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Manajemen & Proses TI|3918|IS4308 - Manajemen & Proses TI|setting
1041|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Rekayasa Kebutuhan Perangkat Lunak [A]|3922|IS4309 - Rekayasa Kebutuhan Perangkat Lunak [A]|setting
1042|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Rekayasa Kebutuhan Perangkat Lunak [B]|3923|IS4309 - Rekayasa Kebutuhan Perangkat Lunak [B]|setting
1043|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Rekayasa Kebutuhan Perangkat Lunak [C]|3924|IS4309 - Rekayasa Kebutuhan Perangkat Lunak [C]|setting
1044|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Rekayasa Kebutuhan Perangkat Lunak [D]|3925|IS4309 - Rekayasa Kebutuhan Perangkat Lunak [D]|setting
1045|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Manajemen Proses Bisnis [A][D]|3926|IS4310 - Manajemen Proses Bisnis [A][D]|setting
1046|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Manajemen Proses Bisnis [B][C]|3928|IS4310 - Manajemen Proses Bisnis [B][C]|setting
1047|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Riset Operasi [A]|3930|IS4515 - Riset Operasi [A]|setting
1048|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Riset Operasi [B]|3931|IS4515 - Riset Operasi [B]|setting
1049|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Riset Operasi [C]|3932|IS4515 - Riset Operasi [C]|setting
1050|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Riset Operasi [D]|3933|IS4515 - Riset Operasi [D]|setting
1051|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Kecerdasan Bisnis [A]|3934|IS4516 - Kecerdasan Bisnis [A]|setting
1052|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Kecerdasan Bisnis [B]|3935|IS4516 - Kecerdasan Bisnis [B]|setting
1053|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Kecerdasan Bisnis [C]|3936|IS4516 - Kecerdasan Bisnis [C]|setting
1054|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Kecerdasan Bisnis [D]|3937|IS4516 - Kecerdasan Bisnis [D]|setting
1055|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Kecerdasan Bisnis [E]|3938|IS4516 - Kecerdasan Bisnis [E]|setting
1056|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Kecerdasan Bisnis [F]|3939|IS4516 - Kecerdasan Bisnis [F]|setting
1057|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Kecerdasan Bisnis [G]|3940|IS4516 - Kecerdasan Bisnis [G]|setting
1058|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Manajemen Layanan TI [A]|3941|IS4517 - Manajemen Layanan TI [A]|setting
1059|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Manajemen Layanan TI [B]|3942|IS4517 - Manajemen Layanan TI [B]|setting
1060|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Manajemen Layanan TI [C]|3943|IS4517 - Manajemen Layanan TI [C]|setting
1061|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Implementasi Perangkat Lunak [A]|3944|IS4518 - Implementasi Perangkat Lunak [A]|setting
1062|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Implementasi Perangkat Lunak [B]|3945|IS4518 - Implementasi Perangkat Lunak [B]|setting
1063|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Implementasi Perangkat Lunak [C]|3946|IS4518 - Implementasi Perangkat Lunak [C]|setting
1064|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Implementasi Perangkat Lunak [D]|3947|IS4518 - Implementasi Perangkat Lunak [D]|setting
1065|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Pra TA [A]|3948|IS4726 - Pra TA [A]|setting
1066|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Evaluasi dan Audit TI|3949|IS4727 - Evaluasi dan Audit TI|setting
1067|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Sistem Keputusan Berbasis Model [A]|3952|IS4947 - Sistem Keputusan Berbasis Model [A]|setting
1068|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Teknologi Bergerak [A]|3953|IS4933 - Teknologi Bergerak [A]|setting
1069|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Optimasi Kombinatorik & Heuristik [A]|3954|IS4944 - Optimasi Kombinatorik & Heuristik [A]|setting
1070|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Manajemen Proyek TI [A]|3955|IS4413 - Manajemen Proyek TI [A]|setting
1071|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Konsep SI [B]|3956|IS4102 - Konsep SI [B]|setting
1072|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Konsep SI [C]|3957|IS4102 - Konsep SI [C]|setting
1073|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Konsep SI [D]|3958|IS4102 - Konsep SI [D]|setting
1074|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Etika Profesi TI [A]|3959|IS4728 - Etika Profesi TI [A]|setting
1075|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Etika Profesi TI [B]|3960|IS4728 - Etika Profesi TI [B]|setting
1076|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Etika Profesi TI [Q]|3961|IS4728 - Etika Profesi TI [Q]|setting
1077|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Manajemen Keberlangsungan Bisnis [A]|3962|IS4940 - Manajemen Keberlangsungan Bisnis [A]|setting
1078|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Kreatif Digital [A]|3963|IS4949 - Kreatif Digital [A]|setting
1079|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Penggalian Data [A]|3964|IS4943 - Penggalian Data [A]|setting
1080|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Internet untuk Segala [A]|3965|IS4934 - Internet untuk Segala [A]|setting
1081|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Forensika Digital [A]|3966|IS4935 - Forensika Digital [A]|setting
1082|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Keamanan Siber [A]|3967|IS4936 - Keamanan Siber [A]|setting
1083|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Manajemen Hubungan Pelanggan [A]|3968|IS4946 - Manajemen Hubungan Pelanggan [A]|setting
1084|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Teknologi Basis Data [A]|3969|IS4929 - Teknologi Basis Data [A]|setting
1085|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Pengolahan Bahasa Alami [A]|3970|IS4931 - Pengolahan Bahasa Alami [A]|setting
1086|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Algoritma & Pemrograman [A]|3971|IS4203 - Algoritma & Pemrograman [A]|setting
1087|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Rintisan Bisnis Digital [A]|3972|IS4625 - Rintisan Bisnis Digital [A]|setting
1088|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Rintisan Bisnis Digital [B]|3973|IS4625 - Rintisan Bisnis Digital [B]|setting
1089|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Topik dalam Sistem Dinamik dan Aplikasinya di Berbagai Bidang|3974|IS185911 - Topik dalam Sistem Dinamik dan Aplikasinya di Berbagai Bidang|setting
1090|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Manajemen Strategis Sistem Informasi|3975|IS185202 - Manajemen Strategis Sistem Informasi|setting
1091|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Perencanaan strategis TI [A]|3976|IS4519 - Perencanaan strategis TI [A]|setting
1092|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Perencanaan strategis TI [B]|3977|IS4519 - Perencanaan strategis TI [B]|setting
1093|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Perencanaan strategis TI [C]|3978|IS4519 - Perencanaan strategis TI [C]|setting
1094|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Perencanaan strategis TI [D]|3979|IS4519 - Perencanaan strategis TI [D]|setting
1095|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Perencanaan strategis TI [E]|3980|IS4519 - Perencanaan strategis TI [E]|setting
1096|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Perencanaan strategis TI [F]|3981|IS4519 - Perencanaan strategis TI [F]|setting
1097|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Perencanaan strategis TI [G]|3982|IS4519 - Perencanaan strategis TI [G]|setting
1098|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Infrastruktur Teknologi dan Sistem Informasi|3983|IS185101 - Infrastruktur Teknologi dan Sistem Informasi|setting
1099|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Pengembangan dan Penerapan Sistem|3984|IS185102 - Pengembangan dan Penerapan Sistem|setting
1100|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Manajemen dan Operasional Sistem Informasi|3985|IS185103 - Manajemen dan Operasional Sistem Informasi|setting
1101|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Manajemen Data dan Informasi|3986|IS185104 - Manajemen Data dan Informasi|setting
1102|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185201-Metodologi Penelitian|3987|IS185201 - Metodologi Penelitian|setting
1103|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Topik dalam Manajemen e-Government & SmartCity|3988|IS185901 - Topik dalam Manajemen e-Government & SmartCity|setting
1104|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Topik dalam Tata Kelola dan Audit Sistem Informasi|3989|IS185902 - Topik dalam Tata Kelola dan Audit Sistem Informasi|setting
1105|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Topik Dalam Manajemen Investasi dan Produktivitas SI/TI|3990|IS185903 - Topik Dalam Manajemen Investasi dan Produktivitas SI/TI|setting
1106|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Topik Dalam Optimasi Dan Sains Manajemen|3991|IS185908 - Topik Dalam Optimasi Dan Sains Manajemen|setting
1107|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Topik Dalam Sistem Pendukung Keputusan|3992|IS185909 - Topik Dalam Sistem Pendukung Keputusan|setting
1108|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Topik Dalam Integrasi Data|3993|IS185905 - Topik Dalam Integrasi Data|setting
1109|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Topik Dalam Semantic Web|3994|IS185906 - Topik Dalam Semantic Web|setting
1110|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184304 - A|3995|RF184304 Elektronika Dasar - A|setting
1111|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184309|3996|RF184309 Seismologi - A|setting
1112|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184309 - B|3997|RF184309 Sismologi - B|setting
1113|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184304 - B|3998|RF184304 Elektronika Dasar - B|setting
1114|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184305|3999|RF184305 Fisika Batuan - A|setting
1115|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184305 - B|4000|RF184305 Fisika Batuan - B|setting
1116|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184203 - A|4001|RF184203 Komputasi Geofisika - A|setting
1117|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184203 - B|4002|RF184203 Komputasi Geofisika - B|setting
1118|Fakultas Teknologi Industri (FTI)|Teknik Industri|25100TI184101|4003|TI184101-Pengantar Teknik dan Sistem Industri|setting
1119|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184622 - A|4004|RF184622 Analisis Data Well Log - A|setting
1120|Fakultas Teknologi Industri (FTI)|Teknik Industri|25100TI184830|4005|TI184830-Manajemen Proyek|setting
1121|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184622 - B|4006|RF184622 Analisis Data Well Log - B|setting
1122|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184737 - A|4007|RF184737 Seminar - A|setting
1123|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184737 - B|4008|RF184737 Seminar - B|setting
1124|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184306A|4009|TI184306-Statistik Industri 2 A|setting
1125|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184629 - A smt 6|4010|RF184629 Geowisata - A|setting
1126|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184629 - B smt 6|4011|RF184629 Geowisata - B|setting
1127|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184629 - A smt 7|4012|RF184629 Geowisata - A|setting
1128|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184629 - B smt 7|4013|RF184629 Geowisata - B|setting
1129|Fakultas Teknologi Industri (FTI)|Teknik Industri|CIM2018|4014|Cost and Investment Management 2018|setting
1130|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RM184306 - ST&PP - IMA|4018|RM184306 - Sistem Transformasi dan Proyeksi Peta - IMA|setting
1131|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184306D|4022|TI184306-Statistik Industri 2 D|setting
1132|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184308A|4023|TI184308|Proses Manufaktur A|setting
1133|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PerPengSampah_1819|4024|Perencanaan Pengelolaan Sampah|setting
1134|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|TAPL_1819|4025|Teknik Analisis Pencemar Lingkungan|setting
1135|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PEGUA_1819|4026|Pengendalian Emisi Gas dan Udara Ambien|setting
1136|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|UPFisKimTL_1819|4027|Unit Proses Fisik Kimia ? Teknologi Lingkungan|setting
1137|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PerDAM_1819|4028|Perencanaan Distribusi Air Minum|setting
1138|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PPAL_1819|4029|Perencanaan Penyaluran Air Limbah|setting
1139|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|UOTL_1819|4030|Unit Operasi Teknik Lingkungan|setting
1140|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|ManproTL_1819|4031|Manajemen Proyek|setting
1141|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PerencDrainKota_1819|4032|Perencanaan Drainase Perkotaan|setting
1142|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|TekRemLingk_1819|4033|Teknologi Remediasi Lingkungan|setting
1143|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Metpen_1819|4034|Metodologi Penelitian|setting
1144|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|TekBersih_1819|4035|Teknologi Bersih|setting
1145|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PBPAMTL_1819|4036|Perencanaan Bangunan Pengolahan Air Minum|setting
1146|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PBPALTL_1819|4037|Perencanaan Bangunan Pengolahan Limbah|setting
1147|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|WastekTL_1819|4038|Wawasan dan Aplikasi Teknologi|setting
1148|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|B3TL_1819|4039|Pengelolaan Limbah B3|setting
1149|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|AMDALTL_1819|4040|Analisis Mengenai Dampak Lingkungan|setting
1150|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PBPLTL_1819|4041|Perencanaan Bangunan Pengolahan Lumpur|setting
1151|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|TPA_1819|4042|Perencanaan TPA|setting
1152|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|TechnoTL_1819|4043|Technopreneur|setting
1153|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|K3TL_1819|4044|Keselamatan dan Kesehatan Kerja|setting
1154|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|SML_1819|4045|Sistem Audit dan Manajemen Lingkungan|setting
1155|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PlambingTL_1819|4046|Plambing|setting
1156|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PLITL_1819|4047|Pengelolaan Limbah Industri|setting
1157|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|FitoteknologiTL_1819|4048|Fitoteknologi|setting
1158|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|EkoLingkTL_1819|4049|Ekonomi Lingkungan|setting
1159|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|BiomonTL_1819|4050|Biomonitoring Kualitas Lingkungan|setting
1160|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PAMBMTL_1819|4051|Penyediaan Air Minum Berbasis Masyarakat|setting
1161|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|SanimasTL_1819|4052|Sanitasi Berbasis Masyarakat|setting
1162|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|MDPUTL_1819|4053|Model Dispersi Pencemar Udara|setting
