No|Fakultas|Jurusan|Matakuliah
844|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|Workshop Pengembangan Kuliah Daring (SHARE-ITS) 27-28 NOPEMBER 2014|Mata Kuliah 30
845|UPT Penyelenggara Mata Kuliah Sosial Humaniora|S1|Agama Islam
846|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|Manajemen Konstruksi dan Pengendalian Proyek
847|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|Etika Profesi
848|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|AA-PSDD Gresik PPNS 7,8,9 Desember 2014|Materi AA-PSDD Gresik PPNS 7,8,9 Desember 2014
849|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME184101-MENGGAMBAR TEKNIK dan CAD
850|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|Mekanika Tanah (D3)
851|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|Mekanika Tanah 1 (D4)
852|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|Mekanika Tanah 2 (D4)
853|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|Statistika Terapan B
854|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|Statistika Terapan A
855|Mata Kuliah untuk Umum|none|Pelatihan Pekerti - ITATS
856|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141581 TUGAS AKHIR (PAK TUTUG)
857|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141413 - Manajemen Kualitas SI/TI
858|Fakultas Vokasi (F Vok.)|Teknik Elektro Otomasi|TE145223 - Dasar Sistem Komunikasi
859|Sistem Pembelajaran Daring (SPADA) Indonesia|none|Perancangan Perangkat Lunak
860|Sistem Pembelajaran Daring (SPADA) Indonesia|none|Perancangan dan Analisis Algoritma
861|Sistem Pembelajaran Daring (SPADA) Indonesia|none|KS091207 - Statistika
862|Sistem Pembelajaran Daring (SPADA) Indonesia|none|Sistem Fungsional Bisnis 2
863|Sistem Pembelajaran Daring (SPADA) Indonesia|none|KS091325 - Pemantauan dan Evaluasi TI
864|Sistem Pembelajaran Daring (SPADA) Indonesia|none|TB141301 Pengantar Manajemen Bisnis
865|Sistem Pembelajaran Daring (SPADA) Indonesia|none|TI091302 Proses Manufaktur
866|Sistem Pembelajaran Daring (SPADA) Indonesia|none|Metode Numerik
867|Sistem Pembelajaran Daring (SPADA) Indonesia|none|Instrumentasi Lanjut
868|Sistem Pembelajaran Daring (SPADA) Indonesia|none|Manajemen Basis Data
869|Sistem Pembelajaran Daring (SPADA) Indonesia|none|TF141212 Fisika Rekayasa I
870|Sistem Pembelajaran Daring (SPADA) Indonesia|none|KS141314 Perencanaan Sumber Daya Perusahaan
871|Sistem Pembelajaran Daring (SPADA) Indonesia|Backup PDITT|TK141223 Kimia Analisa
872|Sistem Pembelajaran Daring (SPADA) Indonesia|Backup PDITT|Bising Lingkungan
873|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141208 - Kepemimpinan dan Ketrampilan Interpersonal
874|Sistem Pembelajaran Daring (SPADA) Indonesia|none|KS091303 Sistem Operasi
875|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|MARINE CFD
876|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|CNC
877|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|MEKANIKA TEKNIK
878|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|GETARAN SISTEM PERMESINAN
879|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141322 - Sistem Cerdas
880|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141242 ELEKTROMAGNETIKA
881|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141404 - Teknik Peramalan
882|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141401 - Sistem Pendukung Keputusan A
883|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141316 - Manajemen Layanan TI
884|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141407 - Pemrograman Integratif
885|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141361 METODOLOGI PENELITIAN (BU AULIA)
886|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|RANGKAIAN LISTRIK
887|Fakultas Vokasi (F Vok.)|Teknik Elektro Otomasi|Dasar Sistem Kontrol
888|Fakultas Vokasi (F Vok.)|Teknik Elektro Otomasi|Rangkaian Listrik II
889|Fakultas Vokasi (F Vok.)|Teknik Elektro Otomasi|Dasar Elektronika
890|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|ANALISA SISTEM TENAGA (S1 LJ)
891|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|OPERASI OPTIMUM DAN KEANDALAN SISTEM TENAGA LISTRIK (S1 LJ)
892|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|ANALISA SISTEM TENAGA (S1 LJ)
893|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141331 - Manajemen Survei dan Pemetaan - ABC
894|Sistem Pembelajaran Daring (SPADA) Indonesia|none|Manajemen Resiko Teknologi Informasi
895|Fakultas Ilmu Alam (FIA)|Kimia|Kimia Obat
896|Fakultas Ilmu Alam (FIA)|Kimia|Reaksi Senyawa Organik
897|Fakultas Ilmu Alam (FIA)|Kimia|Kimia Pangan
898|Fakultas Ilmu Alam (FIA)|Kimia|Kimia Minyak Atsiri
899|Fakultas Ilmu Alam (FIA)|Kimia|Kimia Organik Bahan Alam
900|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Dasar Sistem Telekomunikasi dan Lab
901|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME184519 - DESAIN II: PROPELLER dan SISTEM PERPOROSAN
902|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Komunikasi Data
903|Mata Kuliah Program Kerjasama|none|Pelatihan PEKERTI - Universitas Ciputra
904|Fakultas Vokasi (F Vok.)|Teknik Elektro Otomasi|SCADA
905|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|Hidraulika Terapan
906|Mata Kuliah Program Kerjasama|none|Program Dosen Magang - Universitas Musamus
907|Mata Kuliah Program Kerjasama|Program Beasiswa Santri Berprestasi (PBSB)|Pengabdian Pesantren
908|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141581 TUGAS AKHIR BIMBINGAN BU AULIA
909|Fakultas Teknologi Industri (FTI)|Teknik Fisika|METODOLOGI PENELITIAN DAN PROPOSAL TESIS S2
910|UPT Penyelenggara Mata Kuliah Sosial Humaniora|S1|Blended Learning for Reading
911|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|SMT.2 HIDRAULIKA
912|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|SMT.2 HIDROLOGI
913|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|SMT.2 MEKANIKA TEKNIK TEGANGAN
914|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|SMT.2 PEMETAAN
915|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|SMT.4 ANALISA STRUKTUR
916|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|SMT.4 METODE NUMERIK
917|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|SMT.4 METODE PELAKSANAAN DAN ALAT BERAT
918|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|SMT.4 PERENCANAAN PERKERASANA JALAN
919|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|SMT.4 REKAYASA PONDASI
920|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141382 KEANDALAN KELAS BU AULIA
921|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141567 - Kadaster Laut
922|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|STATISTIK TERAPAN KELAS B PAK RIDHO
923|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|Teknik Pelaksanaan Alat Berat dan K3
924|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|Teknik Pelaksanaan Alat Berat dan K3
925|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI 29 JUNI-2 JULI2015|Materi PEKERTI 2015
926|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Pembangunan Berkelanjutan
927|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RM184308 - Sistem Basis Data - ABC
928|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141201 - Matriks, Ruang dan Vektor
929|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Pemrosesan Sinyal
930|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Workshop20
931|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Workshop19
932|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Workshop18
933|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Workshop17
934|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Workshop16
935|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Workshop15
936|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Workshop14
937|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Workshop13
938|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Kualitas Daya Listrik
939|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Workshop11
940|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Workshop10
941|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Sistem Komunikasi Analog dan Digital
942|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Tes Workshop
943|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Rangkaian Non Linier
944|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Topik Khusus Elektronika
945|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Keandalan Sistem Tenaga Listrik
946|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Workshop04
947|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Rangkaian Listrik 1
948|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Workshop02
949|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Workshop01 Prof. Imam dan Dr.Tri
950|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Panduan Mengisi Matakuliah di Share ITS
951|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE141471 Keandalan & Keselamatan Sistem
952|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE141666 Penyelidikan Operasi
953|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|EE1852221 Analisis dan Desain Sistem Instrumentasi
954|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|EE185522 Sistem dan Pengaturan Cerdas
955|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185912 - Topik Dalam Sistem Enterprise
956|Fakultas Teknologi Industri (FTI)|Teknik Industri|Manajemen Biaya dan Investasi
957|Fakultas Teknologi Industri (FTI)|Teknik Industri|Produktivitas Manufaktur
958|Fakultas Teknologi Industri (FTI)|Teknik Industri|Advanced Manufacturing Systems
959|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Matematika Diskrit
960|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Infrastruktur Wilayah
961|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Pembangunan Berkelanjutan
962|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Perumahan Dan Permukiman
963|Fakultas Ilmu Alam (FIA)|Kimia|Dasar Kimia Organik
964|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141203 - Kalkulus
965|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141463 - Gravimetri
966|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141454 - Satelit Altimetri
967|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Rangkaian Listrik I
968|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|Robot Industri
969|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RM184955 - Sistem Informasi Pertanahan
970|Mata Kuliah Program Kerjasama|none|Fisika SMA - Gelombang
971|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|MK30
972|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|MK29
973|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|MK28
974|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|Reinforced Concrete
975|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|Riset Operasi dan Optimasi
976|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|EKOLOGI ARSITEKTUR
977|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|PRAKTEK PROFESI
978|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|MK22
979|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|MK21
980|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|MK20
981|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|Termodinamika
982|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|WAVE PROPAGATION
983|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|MK17
984|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|Sistem Basis Data
985|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|METODE REGRESI
986|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|PENGANTAR METODE STATISTIKA
987|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|Teori Statistika
988|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|MK12
989|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|ENDOKRINOLOGI
990|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|Sistem Basis Data
991|Fakultas Teknologi Industri (FTI)|Teknik Material dan Metalurgi|UJI KOMPREHENSIF TEKNIK MATERIAL & METALURGI
992|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|Operasi Teknik Kimia II
993|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|MK06
994|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|ATK 1
995|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|MK03
996|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|RenewablEnergy
997|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|Pendidikan Agama Katolik
998|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|WORKSHOP Pengembangan Mata Kuliah Daring (SHARE-ITS) 24-25 NOPEMBER 2015|Pelatihan E-Learning: Manajemen Sumber Belajar
999|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF141356 TEKNIK OPTIK B
1000|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|komputer grafik
1001|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|Pengantar Teknik
1002|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Bahasa Inggris
1003|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Dasar Pemrograman E
1004|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Sistem dan Teknologi Informasi
1005|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Sistem Digital
1006|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Kalkulus I
1007|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Pendidikan Agama Islam
1008|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Pendidikan Agama Kristen Protestan
1009|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Pendidikan Agama Katolik
1010|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Pendidikan Agama Hindu
1011|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Pendidikan Agama Budha
1012|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Pendidikan Agama Konghucu
1013|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Wawasan Kebangsaan
1014|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Aljabar Linier
1015|Fakultas Teknologi Industri (FTI)|Teknik Kimia|Pengantar Industri Kimia
1016|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Organisasi Komputer
1017|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Struktur Data
1018|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Matematika Informatika
1019|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Pemrograman Berorientasi Objek F
1020|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Perancangan dan Analisis Algoritma I Daring Spada
1021|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Probabilitas dan Statistik
1022|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Sistem Basis Data
1023|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Sistem Operasi
1024|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Teori Graf
1025|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Jaringan Komputer
1026|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Kecerdasan Buatan
1027|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Manajemen Basis Data
1028|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Otomata
1029|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Pemrograman Web
1030|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Analisis dan Perancangan Sistem Informasi
1031|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Grafika Komputer C
1032|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Kecerdasan Komputasional
1033|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Komputasi Numerik
1034|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Pemrograman Jaringan
1035|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Perancangan Perangkat Lunak
1036|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Keamanan Informasi dan Jaringan
1037|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Rekayasa Kebutuhan Kelas E (2018)
1038|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Manajemen Proyek Perangkat Lunak
1039|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Kerja Praktik
1040|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Technopreneurship
1041|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Proposal Tugas Akhir
1042|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Wawasan Teknologi dan Komunikasi Ilmiah
1043|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Tugas Akhir
1044|Fakultas Ilmu Alam (FIA)|Biologi|UJI COBA
1045|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|MEKANIKA BAHAN
1046|Fakultas Bisnis dan Manajemen Teknologi (FBMT)|Manajemen Bisnis|TB 1414206 AKUNTANSI FINANSIAL
1047|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|KALKULUS 1
1048|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA185101-Teori Arsitektur Lanjut (A)
1049|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Statistika|SS145323 Analisis Data I
1050|Fakultas Vokasi (F Vok.)|Teknik Kimia Industri|TK145202 Integral Lipat dan Persamaan Diferensial Biasa
1051|Fakultas Vokasi (F Vok.)|Teknik Kimia Industri|TK141101 Pendidikan Agama Islam
1052|Fakultas Vokasi (F Vok.)|Teknik Kimia Industri|IG141106 Wawasan Kebangsaan
1053|Fakultas Vokasi (F Vok.)|Teknik Kimia Industri|TK145201 Diferensial dan Integral
1054|Fakultas Vokasi (F Vok.)|Teknik Kimia Industri|TK145301 Kimia Analit
1055|Fakultas Vokasi (F Vok.)|Teknik Kimia Industri|TK145302 Kimia Organik
1056|Fakultas Bisnis dan Manajemen Teknologi (FBMT)|Manajemen Bisnis|TB141203 METODE KUANTITATIF UNTUK BISNIS
1057|Fakultas Bisnis dan Manajemen Teknologi (FBMT)|Manajemen Bisnis|TB141303 EKONOMI MAKRO
1071|Fakultas Teknologi Kelautan (FTK)|Teknik Perkapalan|Tugas Desain Kapal I (Septia Hardy S.)
1072|Fakultas Teknologi Kelautan (FTK)|Teknik Perkapalan|Tugas Desain Kapal II (Septia Hardy S.)
1073|Mata Kuliah untuk Umum|Universitas Lambung Mangkurat|Perkembangan Peserta Didik
1074|Mata Kuliah untuk Umum|Universitas Lambung Mangkurat|PENDIDIKAN KEWARGANEGARAAN
1075|Mata Kuliah untuk Umum|Universitas Lambung Mangkurat|Sociolinguistics
1076|Mata Kuliah untuk Umum|Universitas Lambung Mangkurat|Share ITS
1077|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141344 OPTIKA
1078|Fakultas Teknologi Industri (FTI)|Teknik Fisika|5S Awareness Training
1079|Wawasan dan Kompetensi Global|none|Pengantar
1080|Wawasan dan Kompetensi Global|none|Materi Umum
1081|Wawasan dan Kompetensi Global|none|Materi Mahasiswa
1082|Wawasan dan Kompetensi Global|none|Materi Organisasi
1083|Wawasan dan Kompetensi Global|none|Materi Tenaga Kependidikan
1084|Wawasan dan Kompetensi Global|none|Materi Dosen
1085|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Form Pendaftaran Sidang Tugas Akhir
1086|Fakultas Teknologi Industri (FTI)|Teknik Material dan Metalurgi|TL184839 Material Bio
1087|Fakultas Teknologi Industri (FTI)|Teknik Material dan Metalurgi|TL141366 Material Polimer
1088|Fakultas Teknologi Industri (FTI)|Teknik Material dan Metalurgi|TL141332 Perilaku Mekanik Material
1089|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|KALKULUS 2
1090|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|LOGIKA MATEMATIKA
1091|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|GEOMETRI ANALITIK
1092|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|ALGORITMA DAN PEMROGRAMAN
1093|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|ALJABAR LINIER ELEMENTER
1094|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Kalkulus Peubah Banyak
